"","gene_id","gene_name","seq_name","gene_biotype","description"
"19048","ENSDARG00000098890","cyp2aa9","23","protein_coding","cytochrome P450, family 2, subfamily AA, polypeptide 9 [Source:ZFIN;Acc:ZDB-GENE-080724-3]"
"19049","ENSDARG00000099003","cyp2aa1","23","protein_coding","cytochrome P450, family 2, subfamily AA, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-070424-33]"
"19050","ENSDARG00000104811","cyp2aa2","23","protein_coding","y cytochrome P450, family 2, subfamily AA, polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-061027-232]"
"19051","ENSDARG00000103347","cyp2aa3","23","protein_coding","cytochrome P450, family 2, subfamily AA, polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-031030-8]"
"19052","ENSDARG00000085946","5S_rRNA","23","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19053","ENSDARG00000094287","","23","processed_transcript","NULL"
"19054","ENSDARG00000092072","","23","processed_transcript","NULL"
"19055","ENSDARG00000107356","5S_rRNA","23","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19056","ENSDARG00000117411","","23","lincRNA","NULL"
"19057","ENSDARG00000013524","","23","protein_coding","NULL"
"19058","ENSDARG00000110366","","23","protein_coding","NULL"
"19059","ENSDARG00000091584","","23","protein_coding","NULL"
"19060","ENSDARG00000023840","pfkfb2a","23","protein_coding","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2a [Source:ZFIN;Acc:ZDB-GENE-040426-966]"
"19061","ENSDARG00000038123","myl9a","23","protein_coding","myosin, light chain 9a, regulatory [Source:ZFIN;Acc:ZDB-GENE-041010-120]"
"19062","ENSDARG00000060849","","23","protein_coding","NULL"
"19063","ENSDARG00000117217","","23","lincRNA","NULL"
"19064","ENSDARG00000093939","","23","processed_transcript","NULL"
"19065","ENSDARG00000103586","","23","protein_coding","NULL"
"19066","ENSDARG00000096947","","23","antisense","NULL"
"19067","ENSDARG00000070157","tgm2a","23","protein_coding","transglutaminase 2, C polypeptide A [Source:ZFIN;Acc:ZDB-GENE-040912-78]"
"19068","ENSDARG00000117576","","23","lincRNA","NULL"
"19069","ENSDARG00000094316","","23","protein_coding","NULL"
"19070","ENSDARG00000077571","zgc:174862","23","protein_coding","zgc:174862 [Source:ZFIN;Acc:ZDB-GENE-080303-29]"
"19071","ENSDARG00000107514","5S_rRNA","23","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19072","ENSDARG00000038113","rprd1b","23","protein_coding","regulation of nuclear pre-mRNA domain containing 1B [Source:ZFIN;Acc:ZDB-GENE-030131-355]"
"19073","ENSDARG00000004114","TTI1","23","protein_coding","TELO2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29029]"
"19074","ENSDARG00000103868","E2F1","23","protein_coding","E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]"
"19075","ENSDARG00000103725","znf341","23","protein_coding","zinc finger protein 341 [Source:ZFIN;Acc:ZDB-GENE-080204-99]"
"19076","ENSDARG00000111412","5S_rRNA","23","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19077","ENSDARG00000099199","itchb","23","protein_coding","itchy E3 ubiquitin protein ligase b [Source:ZFIN;Acc:ZDB-GENE-131024-2]"
"19078","ENSDARG00000100939","","23","protein_coding","NULL"
"19079","ENSDARG00000104508","slc10a7","23","protein_coding","solute carrier family 10 member 7 [Source:ZFIN;Acc:ZDB-GENE-040801-5]"
"19080","ENSDARG00000077810","otud4","23","protein_coding","OTU deubiquitinase 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5338]"
"19081","ENSDARG00000007216","abce1","23","protein_coding","ATP-binding cassette, sub-family E (OABP), member 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1995]"
"19082","ENSDARG00000090152","anapc10","23","protein_coding","anaphase promoting complex subunit 10 [Source:ZFIN;Acc:ZDB-GENE-060224-2]"
"19083","ENSDARG00000054548","","23","protein_coding","NULL"
"19084","ENSDARG00000009524","rnf150b","23","protein_coding","ring finger protein 150b [Source:ZFIN;Acc:ZDB-GENE-050417-470]"
"19085","ENSDARG00000088882","","23","protein_coding","NULL"
"19086","ENSDARG00000076011","PPM1K","23","protein_coding","protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:HGNC Symbol;Acc:HGNC:25415]"
"19087","ENSDARG00000095911","","23","protein_coding","NULL"
"19088","ENSDARG00000012125","CNGA1","23","protein_coding","cyclic nucleotide gated channel subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:2148]"
"19089","ENSDARG00000070127","NFXL1","23","protein_coding","nuclear transcription factor, X-box binding like 1 [Source:HGNC Symbol;Acc:HGNC:18726]"
"19090","ENSDARG00000095873","","23","processed_transcript","NULL"
"19091","ENSDARG00000101281","CORIN","23","protein_coding","corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]"
"19092","ENSDARG00000043918","","23","protein_coding","NULL"
"19093","ENSDARG00000107169","5S_rRNA","23","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19094","ENSDARG00000117337","","23","lincRNA","NULL"
"19095","ENSDARG00000015068","","23","protein_coding","NULL"
"19096","ENSDARG00000117592","","23","lincRNA","NULL"
"19097","ENSDARG00000074572","g3bp2b","23","protein_coding","G3BP stress granule assembly factor 2b [Source:ZFIN;Acc:ZDB-GENE-040426-2698]"
"19098","ENSDARG00000098477","tec","23","protein_coding","tec protein tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-030131-7499]"
"19099","ENSDARG00000095969","","23","protein_coding","NULL"
"19100","ENSDARG00000060597","zgc:158659","23","protein_coding","zgc:158659 [Source:ZFIN;Acc:ZDB-GENE-070112-492]"
"19101","ENSDARG00000035771","","23","protein_coding","NULL"
"19102","ENSDARG00000095809","","23","protein_coding","NULL"
"19103","ENSDARG00000039385","DLG4","23","protein_coding","discs large MAGUK scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:2903]"
"19104","ENSDARG00000027112","ephb4b","23","protein_coding","eph receptor B4b [Source:ZFIN;Acc:ZDB-GENE-990415-65]"
"19105","ENSDARG00000015835","eif4e2rs1","23","protein_coding","eukaryotic translation initiation factor 4E family member 2 related sequence 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1728]"
"19106","ENSDARG00000095799","","23","protein_coding","NULL"
"19107","ENSDARG00000088985","SPSB2","23","protein_coding","splA/ryanodine receptor domain and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:29522]"
"19108","ENSDARG00000034107","actl6b","23","protein_coding","actin-like 6B [Source:ZFIN;Acc:ZDB-GENE-050522-191]"
"19109","ENSDARG00000075024","","23","protein_coding","NULL"
"19110","ENSDARG00000002240","psmb6","23","protein_coding","proteasome 20S subunit beta 6 [Source:ZFIN;Acc:ZDB-GENE-990415-216]"
"19111","ENSDARG00000039005","trappc1","23","protein_coding","trafficking protein particle complex subunit 1 [Source:ZFIN;Acc:ZDB-GENE-040718-242]"
"19112","ENSDARG00000099967","","23","lincRNA","NULL"
"19113","ENSDARG00000087392","","23","protein_coding","NULL"
"19114","ENSDARG00000099607","","23","protein_coding","NULL"
"19115","ENSDARG00000088091","pfn1","23","protein_coding","profilin 1 [Source:ZFIN;Acc:ZDB-GENE-031002-33]"
"19116","ENSDARG00000039007","eno3","23","protein_coding","enolase 3, (beta, muscle) [Source:ZFIN;Acc:ZDB-GENE-031006-5]"
"19117","ENSDARG00000116713","","23","protein_coding","NULL"
"19118","ENSDARG00000039008","zgc:85858","23","protein_coding","zgc:85858 [Source:ZFIN;Acc:ZDB-GENE-040426-2333]"
"19119","ENSDARG00000092799","","23","protein_coding","NULL"
"19120","ENSDARG00000054448","","23","protein_coding","NULL"
"19121","ENSDARG00000086481","MOGAT1","23","protein_coding","monoacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:18210]"
"19122","ENSDARG00000099203","atp1b2a","23","protein_coding","ATPase Na+/K+ transporting subunit beta 2a [Source:ZFIN;Acc:ZDB-GENE-001127-2]"
"19123","ENSDARG00000054218","","23","protein_coding","NULL"
"19124","ENSDARG00000095832","","23","lincRNA","NULL"
"19125","ENSDARG00000054211","st8sia7.1","23","protein_coding","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 7.1 [Source:ZFIN;Acc:ZDB-GENE-090504-4]"
"19126","ENSDARG00000054207","","23","transcribed_unprocessed_pseudogene","NULL"
"19127","ENSDARG00000076317","plod3","23","protein_coding","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 [Source:ZFIN;Acc:ZDB-GENE-021031-4]"
"19128","ENSDARG00000095963","","23","protein_coding","NULL"
"19129","ENSDARG00000095962","","23","protein_coding","NULL"
"19130","ENSDARG00000095861","","23","protein_coding","NULL"
"19131","ENSDARG00000103727","tfr2","23","protein_coding","transferrin receptor 2 [Source:ZFIN;Acc:ZDB-GENE-041220-3]"
"19132","ENSDARG00000070119","ctc1","23","protein_coding","CTS telomere maintenance complex component 1 [Source:ZFIN;Acc:ZDB-GENE-061103-271]"
"19133","ENSDARG00000053990","hmgb2b","23","protein_coding","high mobility group box 2b [Source:ZFIN;Acc:ZDB-GENE-040912-122]"
"19134","ENSDARG00000039901","sh3gl2b","23","protein_coding","SH3 domain containing GRB2 like 2b, endophilin A1 [Source:ZFIN;Acc:ZDB-GENE-170303-2]"
"19135","ENSDARG00000039900","","23","protein_coding","NULL"
"19136","ENSDARG00000027381","","23","protein_coding","NULL"
"19137","ENSDARG00000077405","","23","protein_coding","NULL"
"19139","ENSDARG00000100962","","23","protein_coding","NULL"
"19140","ENSDARG00000114104","5S_rRNA","23","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19141","ENSDARG00000099425","","23","protein_coding","NULL"
"19142","ENSDARG00000036897","sgms2b","23","protein_coding","sphingomyelin synthase 2b [Source:ZFIN;Acc:ZDB-GENE-040801-162]"
"19143","ENSDARG00000036894","aimp1b","23","protein_coding","aminoacyl tRNA synthetase complex interacting multifunctional protein 1b [Source:ZFIN;Acc:ZDB-GENE-041212-13]"
"19144","ENSDARG00000100797","","23","protein_coding","NULL"
"19145","ENSDARG00000023062","ccn1","23","protein_coding","cellular communication network factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-3]"
"19146","ENSDARG00000095817","","23","protein_coding","NULL"
"19147","ENSDARG00000095843","","23","protein_coding","NULL"
"19148","ENSDARG00000044169","prelid1b","23","protein_coding","PRELI domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-050522-169]"
"19149","ENSDARG00000101212","","23","protein_coding","NULL"
"19150","ENSDARG00000092260","","23","protein_coding","NULL"
"19151","ENSDARG00000053966","cyp17a2","23","protein_coding","cytochrome P450, family 17, subfamily A, polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-100822-1]"
"19152","ENSDARG00000077799","egr4","23","protein_coding","early growth response 4 [Source:ZFIN;Acc:ZDB-GENE-080204-90]"
"19153","ENSDARG00000076310","","23","protein_coding","NULL"
"19154","ENSDARG00000102845","","23","protein_coding","NULL"
"19155","ENSDARG00000102585","","23","protein_coding","NULL"
"19156","ENSDARG00000062262","ednrab","23","protein_coding","endothelin receptor type Ab [Source:ZFIN;Acc:ZDB-GENE-040426-2364]"
"19157","ENSDARG00000033955","","23","protein_coding","NULL"
"19158","ENSDARG00000102005","5S_rRNA","23","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19159","ENSDARG00000112923","VDR","23","protein_coding","vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]"
"19160","ENSDARG00000099483","VDR","23","protein_coding","vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]"
"19161","ENSDARG00000007751","lmnl3","23","protein_coding","lamin L3 [Source:ZFIN;Acc:ZDB-GENE-020424-4]"
"19162","ENSDARG00000012946","syap1","23","protein_coding","synapse associated protein 1 [Source:ZFIN;Acc:ZDB-GENE-040426-917]"
"19163","ENSDARG00000043046","fbxl5","23","protein_coding","F-box and leucine-rich repeat protein 5 [Source:ZFIN;Acc:ZDB-GENE-030131-900]"
"19164","ENSDARG00000095825","","23","protein_coding","NULL"
"19165","ENSDARG00000100075","abcg2a","23","protein_coding","ATP-binding cassette, sub-family G (WHITE), member 2a [Source:ZFIN;Acc:ZDB-GENE-050517-35]"
"19166","ENSDARG00000102050","MCOLN3","23","protein_coding","mucolipin TRP cation channel 3 [Source:HGNC Symbol;Acc:HGNC:13358]"
"19167","ENSDARG00000105093","DNAI3","23","protein_coding","dynein axonemal intermediate chain 3 [Source:HGNC Symbol;Acc:HGNC:30711]"
"19168","ENSDARG00000099479","SYDE2","23","protein_coding","synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]"
"19169","ENSDARG00000103134","C23H1orf52","23","protein_coding","zgc:65873 [Source:NCBI gene (formerly Entrezgene);Acc:393514]"
"19170","ENSDARG00000103042","ddah1","23","protein_coding","dimethylarginine dimethylaminohydrolase 1 [Source:ZFIN;Acc:ZDB-GENE-010724-13]"
"19171","ENSDARG00000069904","","23","protein_coding","NULL"
"19172","ENSDARG00000053940","btr32","23","protein_coding","bloodthirsty-related gene family, member 32 [Source:ZFIN;Acc:ZDB-GENE-060421-3827]"
"19173","ENSDARG00000096304","btr31","23","protein_coding","bloodthirsty-related gene family, member 31 [Source:ZFIN;Acc:ZDB-GENE-090512-3]"
"19174","ENSDARG00000101407","tgm1l4","23","protein_coding","transglutaminase 1 like 4 [Source:ZFIN;Acc:ZDB-GENE-050913-29]"
"19175","ENSDARG00000098990","zgc:162858","23","protein_coding","zgc:162858 [Source:ZFIN;Acc:ZDB-GENE-030131-7909]"
"19176","ENSDARG00000100598","","24","protein_coding","NULL"
"19177","ENSDARG00000017649","","24","protein_coding","NULL"
"19178","ENSDARG00000088466","tmx3b","24","protein_coding","thioredoxin related transmembrane protein 3b [Source:ZFIN;Acc:ZDB-GENE-060901-5]"
"19179","ENSDARG00000090039","RECK","24","protein_coding","reversion inducing cysteine rich protein with kazal motifs [Source:HGNC Symbol;Acc:HGNC:11345]"
"19180","ENSDARG00000042259","tgfbr1b","24","protein_coding","transforming growth factor, beta receptor 1 b [Source:ZFIN;Acc:ZDB-GENE-091027-1]"
"19181","ENSDARG00000045465","lancl2","24","protein_coding","LanC lantibiotic synthetase component C-like 2 (bacterial) [Source:ZFIN;Acc:ZDB-GENE-070209-191]"
"19182","ENSDARG00000076373","","24","protein_coding","NULL"
"19183","ENSDARG00000077245","","24","protein_coding","NULL"
"19184","ENSDARG00000109959","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19185","ENSDARG00000085507","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19186","ENSDARG00000059410","","24","protein_coding","NULL"
"19187","ENSDARG00000026417","","24","protein_coding","NULL"
"19188","ENSDARG00000021909","vstm2a","24","protein_coding","V-set and transmembrane domain containing 2A [Source:ZFIN;Acc:ZDB-GENE-050306-31]"
"19189","ENSDARG00000106476","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19190","ENSDARG00000100958","HECW1","24","protein_coding","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]"
"19191","ENSDARG00000074715","stk17a","24","protein_coding","serine/threonine kinase 17a [Source:ZFIN;Acc:ZDB-GENE-030131-5556]"
"19192","ENSDARG00000059411","impa2","24","protein_coding","inositol monophosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-050522-349]"
"19193","ENSDARG00000076005","PIEZO2","24","protein_coding","piezo type mechanosensitive ion channel component 2 [Source:HGNC Symbol;Acc:HGNC:26270]"
"19194","ENSDARG00000006617","napga","24","protein_coding","N-ethylmaleimide-sensitive factor attachment protein, gamma a [Source:ZFIN;Acc:ZDB-GENE-050320-46]"
"19195","ENSDARG00000097429","","24","sense_intronic","NULL"
"19196","ENSDARG00000076791","cdk13","24","protein_coding","cyclin dependent kinase 13 [Source:ZFIN;Acc:ZDB-GENE-030131-4975]"
"19197","ENSDARG00000116324","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19198","ENSDARG00000045463","ralaa","24","protein_coding","v-ral simian leukemia viral oncogene homolog Aa (ras related) [Source:ZFIN;Acc:ZDB-GENE-040426-1344]"
"19199","ENSDARG00000059412","zgc:111976","24","protein_coding","zgc:111976 [Source:ZFIN;Acc:ZDB-GENE-050522-332]"
"19200","ENSDARG00000096936","","24","antisense","NULL"
"19201","ENSDARG00000077878","","24","protein_coding","NULL"
"19202","ENSDARG00000096447","si:dkey-192l18.10","24","lincRNA","si:dkey-192l18.10 [Source:ZFIN;Acc:ZDB-LINCRNAG-120709-107]"
"19203","ENSDARG00000071863","itgb1a","24","protein_coding","integrin, beta 1a [Source:ZFIN;Acc:ZDB-GENE-060803-2]"
"19204","ENSDARG00000102153","nrp1a","24","protein_coding","neuropilin 1a [Source:ZFIN;Acc:ZDB-GENE-030519-2]"
"19205","ENSDARG00000071864","","24","protein_coding","NULL"
"19206","ENSDARG00000095432","","24","lincRNA","NULL"
"19207","ENSDARG00000092319","","24","processed_transcript","NULL"
"19208","ENSDARG00000101358","","24","protein_coding","NULL"
"19209","ENSDARG00000117691","","24","lincRNA","NULL"
"19210","ENSDARG00000109809","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19211","ENSDARG00000110804","PARD3","24","protein_coding","par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]"
"19212","ENSDARG00000013965","CUL2","24","protein_coding","cullin 2 [Source:HGNC Symbol;Acc:HGNC:2552]"
"19213","ENSDARG00000012642","","24","protein_coding","NULL"
"19214","ENSDARG00000063701","RREB1","24","protein_coding","ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]"
"19215","ENSDARG00000090649","ly86","24","protein_coding","lymphocyte antigen 86 [Source:ZFIN;Acc:ZDB-GENE-150709-1]"
"19216","ENSDARG00000094832","F13A1","24","protein_coding","coagulation factor XIII A chain [Source:HGNC Symbol;Acc:HGNC:3531]"
"19217","ENSDARG00000045453","f13a1a.1","24","protein_coding","coagulation factor XIII, A1 polypeptide a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-060929-1250]"
"19218","ENSDARG00000071860","nrn1a","24","protein_coding","neuritin 1a [Source:ZFIN;Acc:ZDB-GENE-040718-212]"
"19219","ENSDARG00000091247","fars2","24","protein_coding","phenylalanyl-tRNA synthetase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-070928-38]"
"19220","ENSDARG00000112662","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19221","ENSDARG00000101110","LYRM4","24","protein_coding","LYR motif containing 4 [Source:HGNC Symbol;Acc:HGNC:21365]"
"19222","ENSDARG00000104576","PPP1R3G","24","protein_coding","protein phosphatase 1 regulatory subunit 3G [Source:HGNC Symbol;Acc:HGNC:14945]"
"19223","ENSDARG00000098589","cyb5a","24","protein_coding","cytochrome b5 type A (microsomal) [Source:ZFIN;Acc:ZDB-GENE-040426-2148]"
"19224","ENSDARG00000100251","","24","protein_coding","NULL"
"19225","ENSDARG00000105040","dipk1c","24","protein_coding","divergent protein kinase domain 1C [Source:ZFIN;Acc:ZDB-GENE-030131-8001]"
"19226","ENSDARG00000106273","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19227","ENSDARG00000102412","eci2","24","protein_coding","enoyl-CoA delta isomerase 2 [Source:ZFIN;Acc:ZDB-GENE-040718-392]"
"19228","ENSDARG00000104801","tubb6","24","protein_coding","tubulin, beta 6 class V [Source:ZFIN;Acc:ZDB-GENE-070424-195]"
"19229","ENSDARG00000098245","","24","protein_coding","NULL"
"19230","ENSDARG00000012671","inhbaa","24","protein_coding","inhibin subunit beta Aa [Source:ZFIN;Acc:ZDB-GENE-000210-21]"
"19231","ENSDARG00000102341","sugct","24","protein_coding","succinyl-CoA:glutarate-CoA transferase [Source:ZFIN;Acc:ZDB-GENE-050913-18]"
"19232","ENSDARG00000059391","gyg1b","24","protein_coding","glycogenin 1b [Source:ZFIN;Acc:ZDB-GENE-040625-30]"
"19233","ENSDARG00000059388","bdh1","24","protein_coding","3-hydroxybutyrate dehydrogenase, type 1 [Source:ZFIN;Acc:ZDB-GENE-070410-130]"
"19234","ENSDARG00000075369","NCK1","24","protein_coding","NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664]"
"19235","ENSDARG00000045447","slc35g2b","24","protein_coding","solute carrier family 35 member G2b [Source:ZFIN;Acc:ZDB-GENE-050320-142]"
"19236","ENSDARG00000019976","idi1","24","protein_coding","isopentenyl-diphosphate delta isomerase 1 [Source:ZFIN;Acc:ZDB-GENE-050913-44]"
"19237","ENSDARG00000074611","wdr37","24","protein_coding","WD repeat domain 37 [Source:ZFIN;Acc:ZDB-GENE-030131-8101]"
"19238","ENSDARG00000097918","","24","antisense","NULL"
"19239","ENSDARG00000071823","ADARB2","24","protein_coding","adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]"
"19240","ENSDARG00000117682","","24","lincRNA","NULL"
"19241","ENSDARG00000117496","","24","lincRNA","NULL"
"19242","ENSDARG00000028000","PFKP","24","protein_coding","phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]"
"19243","ENSDARG00000084074","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19244","ENSDARG00000029072","klf6a","24","protein_coding","Kruppel like factor 6a [Source:ZFIN;Acc:ZDB-GENE-021115-9]"
"19245","ENSDARG00000094547","","24","processed_transcript","NULL"
"19246","ENSDARG00000114445","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19247","ENSDARG00000063677","CCNY","24","protein_coding","cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]"
"19248","ENSDARG00000116895","","24","protein_coding","NULL"
"19249","ENSDARG00000045444","fzd8a","24","protein_coding","frizzled class receptor 8a [Source:ZFIN;Acc:ZDB-GENE-000328-3]"
"19250","ENSDARG00000045442","cpb1","24","protein_coding","carboxypeptidase B1 (tissue) [Source:ZFIN;Acc:ZDB-GENE-030131-1132]"
"19251","ENSDARG00000045443","AGTR1","24","protein_coding","angiotensin II receptor type 1 [Source:HGNC Symbol;Acc:HGNC:336]"
"19252","ENSDARG00000015567","zic1","24","protein_coding","zic family member 1 (odd-paired homolog, Drosophila) [Source:ZFIN;Acc:ZDB-GENE-000208-4]"
"19253","ENSDARG00000031307","zic4","24","protein_coding","zic family member 4 [Source:ZFIN;Acc:ZDB-GENE-040622-4]"
"19254","ENSDARG00000077468","","24","protein_coding","NULL"
"19255","ENSDARG00000011821","plod2","24","protein_coding","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2 [Source:ZFIN;Acc:ZDB-GENE-070326-1]"
"19256","ENSDARG00000055629","dipk2ab","24","protein_coding","divergent protein kinase domain 2Ab [Source:ZFIN;Acc:ZDB-GENE-070830-2]"
"19257","ENSDARG00000058585","CHST2","24","protein_coding","carbohydrate sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:1970]"
"19258","ENSDARG00000092898","","24","protein_coding","NULL"
"19259","ENSDARG00000061221","","24","protein_coding","NULL"
"19260","ENSDARG00000095333","","24","protein_coding","si:ch211-157j23.3 [Source:NCBI gene (formerly Entrezgene);Acc:100006634]"
"19261","ENSDARG00000095245","","24","protein_coding","NULL"
"19262","ENSDARG00000061203","trpc1","24","protein_coding","transient receptor potential cation channel, subfamily C, member 1 [Source:ZFIN;Acc:ZDB-GENE-070830-1]"
"19263","ENSDARG00000055575","pcolce2b","24","protein_coding","procollagen C-endopeptidase enhancer 2b [Source:ZFIN;Acc:ZDB-GENE-040426-1177]"
"19264","ENSDARG00000113632","","24","protein_coding","NULL"
"19265","ENSDARG00000055566","mastl","24","protein_coding","microtubule associated serine/threonine kinase-like [Source:ZFIN;Acc:ZDB-GENE-040801-128]"
"19266","ENSDARG00000116862","","24","protein_coding","NULL"
"19267","ENSDARG00000034883","acbd5a","24","protein_coding","acyl-CoA binding domain containing 5a [Source:NCBI gene (formerly Entrezgene);Acc:553674]"
"19268","ENSDARG00000010155","abi1a","24","protein_coding","abl-interactor 1a [Source:ZFIN;Acc:ZDB-GENE-040426-1701]"
"19269","ENSDARG00000017910","pdss1","24","protein_coding","prenyl (decaprenyl) diphosphate synthase, subunit 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4430]"
"19270","ENSDARG00000095609","","24","protein_coding","NULL"
"19271","ENSDARG00000055520","","24","protein_coding","NULL"
"19272","ENSDARG00000016505","apbb1ip","24","protein_coding","amyloid beta (A4) protein-binding, family B, member 1 interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:393607]"
"19273","ENSDARG00000110504","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19274","ENSDARG00000055506","","24","protein_coding","NULL"
"19275","ENSDARG00000096932","","24","protein_coding","NULL"
"19276","ENSDARG00000015537","gad2","24","protein_coding","glutamate decarboxylase 2 [Source:ZFIN;Acc:ZDB-GENE-030909-9]"
"19277","ENSDARG00000010186","myo3a","24","protein_coding","myosin IIIA [Source:ZFIN;Acc:ZDB-GENE-041026-4]"
"19278","ENSDARG00000079278","zgc:174877","24","protein_coding","zgc:174877 [Source:ZFIN;Acc:ZDB-GENE-041008-66]"
"19279","ENSDARG00000055476","","24","protein_coding","NULL"
"19280","ENSDARG00000013976","anxa13","24","protein_coding","annexin A13 [Source:ZFIN;Acc:ZDB-GENE-010406-1]"
"19281","ENSDARG00000077134","GPR158","24","protein_coding","G protein-coupled receptor 158 [Source:HGNC Symbol;Acc:HGNC:23689]"
"19282","ENSDARG00000082329","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19283","ENSDARG00000104295","arhgap21a","24","protein_coding","Rho GTPase activating protein 21a [Source:ZFIN;Acc:ZDB-GENE-090918-5]"
"19284","ENSDARG00000109429","5S_rRNA","24","rRNA","5S ribosomal RNA [Source:RFAM;Acc:RF00001]"
"19285","ENSDARG00000074528","","24","protein_coding","NULL"
"19286","ENSDARG00000031248","enkur","24","protein_coding","enkurin, TRPC channel interacting protein [Source:ZFIN;Acc:ZDB-GENE-070718-1]"
"19287","ENSDARG00000076826","DPP6","24","protein_coding","dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]"
"19288","ENSDARG00000093011","","24","processed_transcript","NULL"
"19289","ENSDARG00000089794","","24","protein_coding","NULL"
"19290","ENSDARG00000008790","actr3b","24","protein_coding","actin related protein 3B [Source:ZFIN;Acc:ZDB-GENE-070424-10]"
"19291","ENSDARG00000013933","XRCC2","24","protein_coding","X-ray repair complementing defective repair in Chinese hamster cells 2 [Source:NCBI gene (formerly Entrezgene);Acc:553395]"
"19292","ENSDARG00000079312","","24","protein_coding","NULL"
"19293","ENSDARG00000063636","galnt11","24","protein_coding","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11) [Source:ZFIN;Acc:ZDB-GENE-060929-998]"
"19294","ENSDARG00000015174","atp6v0a1b","24","protein_coding","ATPase H+ transporting V0 subunit a1b [Source:ZFIN;Acc:ZDB-GENE-050522-215]"
"19295","ENSDARG00000059362","cavin1b","24","protein_coding","caveolae associated protein 1b [Source:ZFIN;Acc:ZDB-GENE-030131-5509]"
